"pid","object_id","label","provenance_date","provenance_location","provenance_text","order","collection"
"4766","2997","Bouquet with Mourning Iris in a Stoneware Vase (Cambridge)","1948","England, London","Slatter Gallery",,"provenance"
"4767","2997","Bouquet with Mourning Iris in a Stoneware Vase (Cambridge)","May 13 1948","England, London","Sale, Christie's, Lot #104",,"provenance"
"4768","2997","Bouquet with Mourning Iris in a Stoneware Vase (Cambridge)",,"England, Broughton","Collection of Henry Rogers, 2nd Baron of Fairhaven, Leigh-on-Sea",,"provenance"
"4769","3000","Bouquet with Mourning Iris in a Stoneware Vase (Prague)","1911",,"Alphons v. Rothschild Collection",,"provenance"
"4770","3000","Bouquet with Mourning Iris in a Stoneware Vase (Prague)","1939",,"Šilheřovice Castle",,"provenance"
"4771","3000","Bouquet with Mourning Iris in a Stoneware Vase (Prague)","1939","Czech Republic, Prague","Donated to the National Gallery",,"provenance"
"4772","3001","Bouquet with Poem","Dec 1 1978","France, Paris","Sale, Hôtel Drouôt",,"provenance"
"4773","3001","Bouquet with Poem","1979-1983","England, London","Richard Green Gallery",,"provenance"
"4774","3002","Bouquet with Tulips (Dusseldorf)","1937","Germany, Düsseldorf","Gallery Stern",,"provenance"
"4775","3003","Bridge of Talavera","1879","France, Paris","Bequeathed by Louis La Caze to the Louvre",,"provenance"
"4776","3004","Bright Forest Landscape with Hunters","2004","England, London","Derek Johns Gallery",,"provenance"
"4777","3004","Bright Forest Landscape with Hunters","Apr 20 2004","England, London","Sale, Sotheby's, Lot #249 (as ""Follower of Jan I"")",,"provenance"
"4778","3004","Bright Forest Landscape with Hunters","Oct 20 2014","Austria, Vienna","Sale, Dorotheum, Lot #35 (as ""Jan Brueghel I"")",,"provenance"
"4779","3005","Broad Landscape with Dairy Farming","1636","Spain, Madrid","In the Alcázar, ""in the room before the bed chamber where the King dines""",,"provenance"
"4780","3005","Broad Landscape with Dairy Farming","1703","Spain, Madrid","Portrait room in El Pardo",,"provenance"
"4781","3005","Broad Landscape with Dairy Farming","1772","Spain, Madrid","Palacio Nuevo",,"provenance"
"4782","3005","Broad Landscape with Dairy Farming","1794","Spain, Madrid","Library Hall as ""school of Brueghel""",,"provenance"
"4783","3006","Broad Landscape with Mills (London)","1712-1785","France, Paris","(Possibly Paris) Cabinet Duc de Praslin",,"provenance"
"4784","3006","Broad Landscape with Mills (London)","1785","England, Sussex","Collection of W.S.C. Curtis, Marley House, Battle",,"provenance"
"4785","3006","Broad Landscape with Mills (London)",,"England, London","Gallery Speelman",,"provenance"
"4786","3006","Broad Landscape with Mills (London)","1961",,"Private Collection",,"provenance"
"4787","3007","Broad Landscape with Travelers","1723","Czech Republic, Prague","Wrzowecz Collection",,"provenance"
"4788","3007","Broad Landscape with Travelers","ca. 1723","Germany, Saxony","Collection of Friedrich August II, King of Poland, Prince Elector of Saxony",,"provenance"
"4789","3007","Broad Landscape with Travelers","1925","Germany, Dresden","Kurfürstlichen Kunstkammer",,"provenance"
"4790","3007","Broad Landscape with Travelers","Before 1958","Germany, Saxony","Halle on the Saale, Royal House of Wettin",,"provenance"
"4791","3007","Broad Landscape with Travelers","1958","United States, New York, NY","Rosenberg and Stiebel",,"provenance"
"4792","3007","Broad Landscape with Travelers","1959","United States, Minneapolis, MN","Minneapolis Institute of Art, gift of Mr. and Mrs. Theodore W. Bennett",,"provenance"
"4793","3008","Broad Landscape with Windmills","1759",,"Inventory of 1759, #677 (as Brughel)",,"provenance"
"6579","3009","Busy Road","17th century","Belgium, Antwerp","Van Cauwenberghs",,"provenance"
"4795","3010","Busy Village Street by a Stream","Dec 1 2003",,"Sale, London, Sotheby's, Lot #100 (as ""follower of Jan I"")",,"provenance"
"4796","3012","Calvary (Florence)","1608","Italy, Florence","Given as a gift by Maria of Bavaria for the wedding of Maria Magdalena of Austria and Cosimo II of Florence",,"provenance"
"4797","3012","Calvary (Florence)","1784","Italy, Florence","Inventory of 1784, #419",,"provenance"
"4798","3012","Calvary (Florence)","1825","Italy, Florence","Inventory of 1825, #1080",,"provenance"
"4799","3012","Calvary (Florence)","1890","Italy, Florence","Inventory of 1890, #1083",,"provenance"
"4800","3013","Calvary (Milan)","1618","Italy, Milan","Donated by Cardinal Borromeo to Ambrosiana",,"provenance"
"4801","3014","Calvary (Munich)","1716","Germany, Düsseldorf","Galerie Düsseldorf (According to Van Gool, inv. #35)",,"provenance"
"7106","3015","Canal through a Village",,"France, Paris","Musée Napoléon",,"provenance"
"6804","3016","Canal with Sloops",,,"Jean-Marc Dupan (Lugt 1440)",,"provenance"
"6805","3016","Canal with Sloops","1883",,"Purchased from Amsler & Ruthardt",,"provenance"
"7342","3017","Carrying of the Cross","Apr 15 2008","United States, New York, NY","Sold Christies, lot #13",,"provenance"
"4806","3018","Carrying of the Cross (Christ & the Holy Women)","1618","Italy, Milan","Donated by Cardinal Borromeo to Ambrosiana",,"provenance"
"6927","3020","Castle on the Seashore",,"United States, New Haven, CT","Egmont Collection, Yale Library Transfer",,"provenance"
"4808","3021","Cattle Crossing by a Country Road",,"Spain, Madrid","Spanish Royal Collection",,"provenance"
"4809","3021","Cattle Crossing by a Country Road","Jun 1813","Spain, Vitoria","Taken at the Battle of Vitoria",,"provenance"
"4810","3022","Cattle Market in a Village","Until 1864","England, London","Collection of J.M. Oppenheim",,"provenance"
"4811","3022","Cattle Market in a Village","Jun 5 1864",,"Sale, Christie's, Lot #6",,"provenance"
"4812","3022","Cattle Market in a Village",,"England","J.G. Morrison Collection",,"provenance"
"4813","3024","Choir of Musical Angels","1618","Italy, Milan","Donated by Cardinal Borromeo to Ambrosiana",,"provenance"
"4814","3025","Christ and Apostles Resting on Hill Outside Jerusalem (Florence)","1890",,"In Inventory of 1890, #8406",,"provenance"
"4815","3026","Christ and the Adulterous Woman (Munich)","1799","Germany, Mannheim","Galerie Mannheim, cat. 1799, inv. #499 (as Pieter Bruegel)",,"provenance"
"4816","3026","Christ and the Adulterous Woman (Munich)","1792","Germany, Mannheim","Galerie Mannheim, cat. 1802, inv. #499 (as Pieter Bruegel)",,"provenance"
"4817","3026","Christ and the Adulterous Woman (Munich)","1822","Germany, Munich","inv. #314",,"provenance"
"4818","3026","Christ and the Adulterous Woman (Munich)","1905","Germany, Munich","inv. #715",,"provenance"
"4819","3027","Christ and the Adulterous Woman (Private Collection)","Jul 7 1903","Netherlands, Amsterdam","Sale, Renï della Faille de Waerloos, Lot #32 (as Pieter I Bruegel)",,"provenance"
"4820","3027","Christ and the Adulterous Woman (Private Collection)","Early 20th century","Netherlands, Amsterdam","Collection of Otto Lanz",,"provenance"
"4821","3027","Christ and the Adulterous Woman (Private Collection)","2013","Netherlands, Maastricht","Exhibted TEFAF",,"provenance"
"4822","3027","Christ and the Adulterous Woman (Private Collection)",,"Belgium","Private Collection",,"provenance"
"4823","3028","Christ and the Apostles in the Tempest on the Sea of Galilee (Madrid)","Before 1970",,"Collection of Antonio Colombo",,"provenance"
"4824","3028","Christ and the Apostles in the Tempest on the Sea of Galilee (Madrid)","Oct 20 1970","Italy, Milan","Sale, Finarte, Lot #6",,"provenance"
"4825","3028","Christ and the Apostles in the Tempest on the Sea of Galilee (Madrid)","1979","Italy, Campione","Collection of Silvano Lodi",,"provenance"
"4826","3029","Christ in Limbo (Aschaffenburg)","Until 1814","Germany, Aschaffenburg","Aschaffenburg Gallery",,"provenance"
"4827","3030","Christ in Limbo (Riggisberg)","1958","United States, New York, NY","Julius H. Weitzner",,"provenance"
"4828","3030","Christ in Limbo (Riggisberg)","20th century","Switzerland, Zürich","Werner and Margaret Abegg Collection",,"provenance"
"4829","3030","Christ in Limbo (Riggisberg)","1972","Switzerland, Riggisberg","Donated to the Abegg-Stiftung",,"provenance"
"4830","3032","Christ in Limbo (The Hague)","Before 1697","Netherlands, Apeldoorn","Stadholder-King Wilhelm III, Het Loo",,"provenance"
"4831","3032","Christ in Limbo (The Hague)","1774-1795","Netherlands, The Hague","Cabinet of Willem V",,"provenance"
"4832","3032","Christ in Limbo (The Hague)","1795-1815","France, Paris","Musée du Louvre",,"provenance"
"4833","3032","Christ in Limbo (The Hague)","1815-1822","Netherlands, The Hague","Gallery Willem V",,"provenance"
"4834","3032","Christ in Limbo (The Hague)","1822","Netherlands, The Hague","Mauritshuis",,"provenance"
"4835","3033","Christ in the Storm (Christ and Apostles on the Lake of Tiberius) (Milan)","1618","Italy, Milan","Donated by Cardinal Borromeo to Ambrosiana",,"provenance"
"6677","3034","Church of St. Martin at Asse in Brabant, Belgium",,"England, London","P.H. Lankrink with Colnaghi's (Lugt 2090)",,"provenance"
"6678","3034","Church of St. Martin at Asse in Brabant, Belgium","Jun 20 1937","England, Chesham","Bought by Sir Bruce Ingram (Lugt 1405a) with PD.206-1963",,"provenance"
"6679","3034","Church of St. Martin at Asse in Brabant, Belgium","1963","England, Cambridge","P.H. Lankrink with Colnaghi's (Lugt 2090)",,"provenance"
"4839","3035","Cityscape with Busy Street","Dec 7 2006","England, London","Sale, Christie's, Lot #7",,"provenance"
"7310","3037","The Clivus Scauri in Rome","18th century-19th century","England","Lord John Hampden",,"provenance"
"7311","3037","The Clivus Scauri in Rome","Jun 9 1827-Jun 27 1827","England, London","His Sale, Sotheby's, Lot #28",,"provenance"
"7312","3037","The Clivus Scauri in Rome","18th century-19th century","England, London","William Esdaile (Lugt 2617)",,"provenance"
"7313","3037","The Clivus Scauri in Rome",,"England, London","T. Ellis",,"provenance"
"7314","3037","The Clivus Scauri in Rome","Mar 12 1963",,"His Sale, Sotheby's, Lot #67",,"provenance"
"7315","3037","The Clivus Scauri in Rome","20th century","France, Paris","Frits Lugt (Lugt 1028)",,"provenance"
"7316","3037","The Clivus Scauri in Rome","1963","France, Paris","Acquired by Institut Neerlandais",,"provenance"
"6569","3038","Coach on a Country Road",,"Germany, Darmstadt","Freiherr M. von Heyl zu Hernsheim (Lugt 2879)",,"provenance"
"6570","3038","Coach on a Country Road","1932",,"Gift of Fond du Dotation",,"provenance"
"4861","3040","Coastal Landscape with Scipio's Grave","May 1982","Netherlands, Maastricht","Sale, Gallery Noortman, Lot #3",,"provenance"
"4862","3040","Coastal Landscape with Scipio's Grave","Dec 13 2001","England, London","Sale, Sotheby's",,"provenance"
"10004","3042","Coastal Landscape with Temple of Vesta","1663","Belgium, Antwerp","Possibly Collection of Anna de Schot, widow of N. Cheeus",,"provenance"
"4868","3042","Coastal Landscape with Temple of Vesta","Before 1783",,"Acquired by Friedrich II",,"provenance"
"4869","3042","Coastal Landscape with Temple of Vesta","1816",,"Inventory of 1816, inv. #997",,"provenance"
"4870","3044","Coastal Landscape with Temple of Vesta (London)",,"Belgium, Brussels","Simon de Monte (1878-1930)",,"provenance"
"4871","3044","Coastal Landscape with Temple of Vesta (London)","Dec 21 1925","Belgium, Brussels","Sale, Fiévez",,"provenance"
"4872","3044","Coastal Landscape with Temple of Vesta (London)","May 29 1986","Netherlands, Amsterdam","Sale, Christie's, Lot #167 (as ""follower of Jan I"")",,"provenance"
"4873","3044","Coastal Landscape with Temple of Vesta (London)","Dec 12 2002","England, London","Sale, Sotheby's, Lot #27 (as ""studio of Jan Brueghel the Elder"")",,"provenance"
"7107","3045","Confluence of Rivers",,"France, Paris","Musée Napoléon",,"provenance"
"6663","3046","Contemporary Crane and Shipping",,"England, London","P.H. Lankrink with Colnaghi's (Lugt 2090)",,"provenance"
"6664","3046","Contemporary Crane and Shipping","Jul 1937","England, Chesham","Bought by Sir Bruce Ingram (Lugt 1405a) with PD.206-1963",,"provenance"
"6665","3046","Contemporary Crane and Shipping","1963","England, Cambridge","Bequeathed by Sir Bruce to Fitzwilliam Museum",,"provenance"
"4878","3047","Coronation of the Virgin",,,"Gallery of Pope Gregory XVI",,"provenance"
"4879","3048","Country Road: Allegory of Autumn",,"Italy, Rome","Pietro Palmaroli, painter and restorer",,"provenance"
"4880","3048","Country Road: Allegory of Autumn","1819","Germany, Hannover","Collection of August Kestner",,"provenance"
"4881","3048","Country Road: Allegory of Autumn",,"Germany, Hannover","Collection of Hermann Kestner, inv. #142",,"provenance"
"4882","3048","Country Road: Allegory of Autumn","1884","Germany, Hannover","Städelsches Galerie, inv. #KM143",,"provenance"
"4883","3050","Country Road with Elegant Travelers, Including Nursing Mother","Before 1806","Germany, Munich","Ducai Gallery",,"provenance"
"7095","3052","Country Road with Figures and Animals",,"France, Paris","Musée Napoléon",,"provenance"
"4885","3053","Country Road with Halt of a Convoy","1741","Spain, Madrid","Collection of Isabel Farnese, Inventory of 1741, La Granja",,"provenance"
"4886","3053","Country Road with Halt of a Convoy",,"Spain, Aranjuez",,,"provenance"
"4887","3053","Country Road with Halt of a Convoy","1636",,"Inventory of 1636",,"provenance"
"4888","3054","Country Road with Travelers","Until 1863","England, London","Possibly Major Allnutt, Clapham Common",,"provenance"
"4889","3054","Country Road with Travelers","Jun 18 1863-Jun 20 1863","England, London","Sale, Christie's, Lot #338 or Lot #395 (as Brueghel)",,"provenance"
"4890","3054","Country Road with Travelers","Before 1987",,"Miss Grace Shearer",,"provenance"
"4891","3054","Country Road with Travelers","Apr 10 1987","England, London","Sale, Christie's, Lot #20",,"provenance"
"4892","3054","Country Road with Travelers","1992","Switzerland, Zürich","David Koetser",,"provenance"
"4893","3055","Country Road with Travelers and Man Praying at Shrine",,"Spain, Madrid","Spanish Royal Collection",,"provenance"
"4894","3055","Country Road with Travelers and Man Praying at Shrine","1734","Spain, Madrid","Inventory of pictures saved from the fire in the Alcazar",,"provenance"
"4895","3055","Country Road with Travelers and Man Praying at Shrine","1772","Spain, Madrid","Inventory of 1772, #1025",,"provenance"
"4896","3055","Country Road with Travelers and Man Praying at Shrine","Jun 1813","Spain, Vitoria","Taken at the Battle of Vitoria",,"provenance"
"4897","3056","Country Road with Windmill","1719","Germany, Düsseldorf","Inventory of 1719, inv. #53 as Fruelen Brugel",,"provenance"
"4898","3056","Country Road with Windmill","1730","Germany, Mannheim","Galerie Mannheim",,"provenance"
"4905","3059","Crucified Christ before Jerusalem/Crucifixion","1946",,"Possibly collection of Dr. Popper",,"provenance"
"4906","3059","Crucified Christ before Jerusalem/Crucifixion","Apr 4 1984","England, London","Sale, Sotheby's, Lot #250 (as ""Jan Brughel and Jan van Balen (1983)"")",,"provenance"
"4907","3059","Crucified Christ before Jerusalem/Crucifixion","1985","England, London","Gallery Haari & Johns",,"provenance"
"4908","3060","Crucifixion (Munich)","1639","Belgium, Antwerp","Possibly collection of Ambrosius Brueghel",,"provenance"
"4909","3060","Crucifixion (Munich)","1985","Germany, Munich","Kunsthaus Böhler",,"provenance"
"4910","3061","Dance on a Village Street","1740",,"Bagnall Collection",,"provenance"
"4911","3061","Dance on a Village Street","1750","Wales","Acquired by Frederick Prince of Wales from the Bagnall Collection",,"provenance"
"6834","3062","Dancers at a Village Wedding with the Bride Seated at a Table Beyond","Until 1879","Germany, Aachen","Barthold Suermondt (Lugt 415)",,"provenance"
